database_identifier,chemical_formula,smiles,inchi,metabolite_identification,mass_to_charge,fragmentation,modifications,charge,retention_time,taxid,species,database,database_version,reliability,uri,search_engine,search_engine_score,smallmolecule_abundance_sub,smallmolecule_abundance_stdev_sub,smallmolecule_abundance_std_error_sub,Breast_1,Breast_10,Breast_11,Breast_12,Breast_13,Breast_14,Breast_15,Breast_16,Breast_17,Breast_18,Breast_19,Breast_2,Breast_20,Breast_21,Breast_22,Breast_23,Breast_24,Breast_25,Breast_26,Breast_27,Breast_28,Breast_3,Breast_4,Breast_5,Breast_7,Breast_8,Breast_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_21,control_22,control_23,control_24,control_25,control_26,control_27,control_28,control_29,control_3,control_30,control_4,control_5,control_6,control_7,control_8,control_9,QC01,QC02,QC03,QC04,QC05,QC06,QC07
CHEBI:183560,C15H19ClO4,ClCC1(O)C2C(OC1=O)C3C(CC(=O)C3C)C(CC2)=C,"InChI=1S/C15H19ClO4/c1-7-3-4-10-13(20-14(18)15(10,19)6-16)12-8(2)11(17)5-9(7)12/h8-10,12-13,19H,1,3-6H2,2H3",8-Deoxy-11-hydroxy-13-chlorogrosheimin,299.1015616,,,,43.1366,,,,,,,,,,,,63843.25665,132908.7475,1217948.824,2488152.309,1243713.285,2215642.938,367244.7168,552626.0904,258587.0541,382173.6208,3421408.79,579415.8902,259436.5093,189952.397,4921420.76,2984225.391,1298950.964,275390.972,3385702.551,435303.0211,954344.0908,116562.995,918067.5304,43758.58144,757007.4226,388452.8503,493866.1007,733585.5482,3894036.735,640812.9717,1907361.413,3724055.857,493299.6312,1132854.883,639777.1145,1228910.414,333040.7485,275534.9656,273760.2378,323765.7695,1723218.18,2506467.271,1945896.658,1047456.507,2511241.927,4716018.198,1078754.089,814263.3003,1935597.141,2084529.347,1006599.072,1118816.604,626233.189,835407.7066,507643.9772,128453.803,3174164.002,1664618.693,1477641.419,933319.235,1539897.417,1313171.299,1305445.728,713587.7699
CHEBI:36707,C10H21NO7PR,CC(=O)O[C@H](CO[*])COP([O-])(=O)OCC[N+](C)(C)C,,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,524.3694412,,,,212.526,,,,,,,,,,,,1985834682,983569088.8,2062244899,618847469.8,917881907.5,680503073.2,1699177960,1586614395,1314380060,1141740412,649783915.1,801516760.1,684265711.2,689187239.4,1014679437,482416145.5,784035982.7,1086179381,2269770700,587194155.8,1741014059,608849971.1,744863910.7,928776575.4,972424660.4,656915852.6,840708946.5,2542087082,1387571958,1695374808,798779549.6,2052713607,1011977110,1442745663,1372677960,1591485217,1267420185,900620333.6,983067292,1278756398,2211306752,1287754867,1441872985,1446755360,1087145877,1084098787,1523698441,992429861.6,2082631191,859083186,800741165.7,2680441907,1923647265,1099852561,1527830310,809813440.2,756506458.6,1722132704,1534221126,1396332612,1337102498,1245760200,1251777613,1160299861
CHEBI:16857,C4H9NO3,C[C@@H](O)[C@H](N)C(O)=O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",L-Threonine,120.0651683,,,,369.0895,,,,,,,,,,,,9866907.333,3310549.429,6824789.842,6312939.43,8729579.134,5214464.382,8447941.069,7332118.509,7502748.714,3463450.771,9214501.365,6912453.541,5645519.402,5760375.141,6853051.103,9833692.998,6842812.81,5273825.968,8811612.841,2957391.956,3777553.703,7009760.805,4706451.709,6716563.022,6606960.98,3792299.346,5276378.286,7395094.625,6936848.917,5199416.406,6064084.447,8939451.011,8868434.584,4943925.844,9082190.457,9200851.007,6346964.889,9030357.1,3811728.713,9634264.617,10163313.95,5467836.278,3249744.455,7426452.864,4555492.926,8196882.665,8360094.402,8001973.085,5624121.966,10383806.14,4701263.09,7691596.234,5685772.27,7503973.692,6044373.804,7164191.78,3124933.176,6941497.752,7209358.349,6939545.201,7074997.542,7019341.87,7802443.092,7371285.847
CHEBI:179450,C9H17NO,O=C(C(N1CCCC1)CC)C,"InChI=1S/C9H17NO/c1-3-9(8(2)11)10-6-4-5-7-10/h9H,3-7H2,1-2H3",3-(1-Pyrrolidinyl)-2-pentanone,156.1378264,,,,658.412,,,,,,,,,,,,1360381.165,1871322.399,1422129.589,2029141.777,1075243.58,393924.9749,383936.2914,1429850.295,1776631.166,1177100.842,1766389.534,1522996.054,1379685.615,1595793.475,1348369.712,1145554.171,1208918.587,1414994.306,1091087.089,258614.3895,1451345.012,1136949.077,1233132.14,2086049.821,1898343.933,1634833.795,1902952.728,1365442.455,1187582.616,1479266.558,1365143.149,1914145.734,1862229.503,1832982.202,1145221.633,1373204.327,1211516.697,1359655.129,1541698.431,1115370.833,1458279.919,431875.1501,1031716.285,1219180.035,1598479.914,1123283.585,1423062.956,1759194.546,2063544.227,1380220.021,923545.2955,1462218.056,1442955.831,1514146.438,1339144.725,1683273.383,2128435.483,1635310.257,1463341.392,1404769.855,1039816.078,1571158.216,1883272.307,1353883.208
,,,,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))",830.5683222,,,,155.294,,,,,,,,,,,,32996254.11,26118428.02,27860753.34,27677066.67,29570317.5,26978160.27,29330645.93,25428189.09,28501425.66,33790869.07,22917764.81,26108354.46,28721439.74,24150864.52,28272460.78,31067387.01,23635484.84,28403093.32,19789400.39,16662422.3,21576627.63,24445641.91,19559651.86,26160031.9,29241335.76,28770709.88,28178141.9,16710292.8,35437631.57,26777103.98,26264021.76,35469342.58,25075158.47,33896253.87,30151691.35,29747585.63,38609234.02,25418241.93,29316759.57,25164771.39,27766722.38,32173188.19,10938650.35,19889934.88,31193596.89,24321302.64,31434847.72,26515072.9,23377321.08,25107942.29,25709385.04,28141774.7,22351653.16,32655763.51,37240852.15,29697411.19,33871957.13,24385364.33,27334022.65,26999820.22,29535330.8,24228878.89,30543227.37,32083346.03
CHEBI:73100,C27H53NO4,CCCCCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,"InChI=1S/C27H53NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h25H,5-24H2,1-4H3",Arachidyl carnitine,456.4046091,,,,189.297,,,,,,,,,,,,401959.9067,466550.752,605542.5643,347135.3295,297625.2908,206387.0309,781040.8842,577972.5657,595697.8075,473458.6057,360666.6356,285905.6659,471159.5102,446076.3597,494325.1056,670643.4821,451024.8332,363705.7602,2148966.644,383877.2371,690115.6359,186641.6724,617316.4085,279818.2919,464882.4338,378730.0823,198530.2842,1330906.242,468367.267,1673242.143,490827.976,1011227.848,1000545.941,1203142.693,326535.1119,511419.3073,550115.8623,372105.5626,290944.2968,1065255.899,1547474.728,439699.4399,683904.5493,672454.166,374239.1374,318028.1774,603607.557,440432.7052,1697807.957,499006.7011,816206.5847,1317696.042,1098943.637,291018.8554,926352.1547,653535.5242,707772.2866,896317.6558,810261.4766,715454.7763,681973.9239,641248.6348,612256.1573,565829.1789
CHEBI:191521,C24H24O13,O1C(C(OC(=O)C)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(OC)C(O)=C4)C,"InChI=1S/C24H24O13/c1-8-20(35-9(2)25)18(31)19(32)24(34-8)37-23-17(30)16-12(27)6-11(26)7-15(16)36-21(23)10-4-13(28)22(33-3)14(29)5-10/h4-8,18-20,24,26-29,31-32H,1-3H3",Eujambolin,521.125211,,,,388.178,,,,,,,,,,,,458521.8366,246320.5088,599768.8715,1082522.223,840978.4695,584931.5034,1236099.807,876003.9046,541516.6317,432054.2184,872896.3568,645029.6343,701241.9868,530225.138,427208.1778,818895.1453,723282.3076,475177.0141,562860.0937,80977.79044,337870.5478,710915.0725,624587.661,685882.3587,630816.2753,214442.6925,489359.0636,620439.8832,689468.2835,601613.6757,871846.9698,913176.3095,700975.401,603059.4786,783353.6818,878006.3745,723511.3433,417370.2142,391310.8572,542214.9026,569656.11,517736.1521,254150.2381,487698.4004,346325.4943,604489.3174,646907.8473,611830.7386,680137.4343,1096555.176,537155.8162,684972.2201,561435.4081,734968.3012,582809.1218,748857.3751,222642.1593,670635.0096,780547.2549,723156.8792,757100.063,692099.2932,757596.4988,810802.4598
CHEBI:19289,C12H17N5O5,CN(C)c1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)/t5-,7-,8-,11-/m1/s1","N2,N2-Dimethylguanosine",312.1298593,,,,204.3345,,,,,,,,,,,,273122.3683,134037.2045,177017.7651,279147.7008,54606.53217,195829.5164,101656.0315,156077.6777,155633.8424,259054.9675,96623.32216,150185.1218,98399.30603,130182.1711,215905.8822,210623.9949,120981.058,100461.7093,196352.0571,260003.6312,87237.7538,208999.7336,187969.0661,115665.344,99862.27858,221872.9702,114720.1228,126672.6572,156358.3326,217751.5499,91028.78577,141312.0658,170365.7126,62221.16163,104940.0626,136692.3683,236207.8075,114383.8315,172487.5118,182728.071,86352.57425,207594.1498,70870.55864,98135.24659,148792.7757,169269.8609,186691.3086,118110.8114,185761.0765,110749.1722,128850.9907,144749.3604,142577.112,172152.1752,207620.9413,105168.1198,84037.07235,179589.5648,80256.94114,150749.4771,206193.1572,201789.8392,147255.5454,139527.8341
CHEBI:174147,C16H27NO2S,S1C(CCOC(=O)CCCCCCCCC)=C(N=C1)C,"InChI=1S/C16H27NO2S/c1-3-4-5-6-7-8-9-10-16(18)19-12-11-15-14(2)17-13-20-15/h13H,3-12H2,1-2H3",2-(4-Methyl-5-thiazolyl)ethyl decanoate,298.185133,,,,281.566,,,,,,,,,,,,194883.2165,187143.689,186672.5892,170820.5362,186819.1123,226925.97,248712.518,342967.8631,144398.9223,209447.301,239430.267,244974.0981,232456.5746,251151.3111,270709.1231,168643.1905,219979.1809,181488.6391,239409.927,199601.3324,269364.7329,334629.1032,234361.1776,373506.0758,344539.399,269004.7053,464032.0911,315257.8644,193137.8426,367666.9498,216604.6048,242643.3642,376540.413,400859.7852,417814.8352,483407.5068,225438.456,266863.3062,297541.6075,166328.3566,193846.731,173069.5378,206584.0589,270248.0196,253030.9244,405299.556,234566.8219,378846.6449,346947.5673,207181.5471,367747.341,320291.1313,276421.9453,304181.6522,311691.6001,207498.0122,165145.3143,469537.6111,251491.5711,313978.4014,277166.0755,329959.0161,279111.0282,321271.5388
,,,,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))",834.6010494,,,,105.202,,,,,,,,,,,,150737806.9,536530008,754866480.1,604362135.6,397975608.4,123607070.4,815296603.1,836611696.2,889808126,100500714.8,514177958.4,229153466.4,391412133.6,79908908.51,666600927.9,248799205.4,432416091.4,521655276.6,572957065.3,401176609,801869304.3,532377035.7,298014599.9,138657300.4,163946376.4,352448319.7,504735595.5,437365734.3,604075088.3,551894075,78527213.59,692843208.4,58409607.51,812238382.7,525923707.1,223174852.9,434118972,468497429.8,315111903.7,164289366.7,624330758.6,176244678.4,1617897126,122436747.8,585614607.3,401581438.2,623745354.8,164599479.1,575199216.8,125883850.9,158280116.1,881129609.3,657669452.9,950324184.6,593816462.5,74677183.65,408768814,653308368.3,342434623.1,607829060.6,93532433.99,559356867.7,561164998,549436028
CHEBI:169284,C8H14O5,O(C(=O)[C@@H](O)CC(OCC)=O)CC,"InChI=1S/C8H14O5/c1-3-12-7(10)5-6(9)8(11)13-4-2/h6,9H,3-5H2,1-2H3/t6-/m0/s1",Diethyl L-malate,191.0905552,,,,289.92,,,,,,,,,,,,560119.6915,407329.0724,170701.0273,112361.7995,81030.146,134798.5994,324938.7905,304752.952,84655.42713,150179.0618,182589.7733,147307.5376,216503.7453,212989.6261,242542.3654,208584.5196,203658.7786,108781.1125,189913.5323,178523.7105,194883.6641,394890.421,776414.539,426190.2482,450495.2176,312912.9721,607578.8924,244361.5213,199052.0424,265830.3926,226033.2682,181795.1343,217721.84,497300.5575,468103.4254,430061.7352,109585.6399,192596.8183,226422.5815,98859.65213,196507.9178,121074.2922,202534.4542,279244.3115,247623.479,383416.3707,210344.2663,247451.1615,347345.7095,104894.7244,422077.272,311299.7069,282114.9332,299195.0052,264492.8243,158671.5189,95965.48453,246258.2162,274724.5999,302791.2193,218667.6458,214919.2805,322116.3482,264068.3222
CHEBI:190148,C50H82NO8P,P(OCC[N+](C)(C)C)(OC[C@H](OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)([O-])=O,"InChI=1S/C50H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-23,25,27,29-32,35-38,48H,6-7,9,11-13,15,17-19,24,26,28,33-34,39-47H2,1-5H3/b10-8-,16-14-,22-20-,23-21-,27-25-,31-29-,32-30-,37-35-,38-36-/t48-/m1/s1","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(5Z,8Z,11Z))",856.5799494,,,,59.64185,,,,,,,,,,,,6172057.102,4226429.942,4958265.677,5566080.354,2498162.494,3738670.723,6856189.209,4812866.044,7030992.161,6197669.601,4549542.263,3437745.308,3830078.026,3224154.616,5555652.991,6866078.883,3325443.671,4840794.541,4393570.934,2973654.24,6551937.128,5248456.116,1748222.676,3545222.315,3798522.593,3091833.334,2580182.138,4030879.227,3229119.219,4128701.488,2714172.93,6351249.816,3773116.546,8764204.443,4694508.238,4351721.397,5316232.805,3931447.688,5582410.34,6589756.875,5413129.144,5107304.923,12321347.54,2964872.916,4564740.62,3008698.208,5648510.049,4560444.332,3903689.438,3379157.914,2554001.367,6192527.244,5586358.847,5375349.396,6212060.963,2428275.437,4517217.185,6343114.577,5032623.881,6403071.232,3203835.823,3149205.328,5753038.995,5966749.084
CHEBI:77237,C23H43NO6,C[N+](C)(C)C[C@@H](CC([O-])=O)OC(=O)CCCCCCCCCCCCCCC(O)=O,"InChI=1S/C23H43NO6/c1-24(2,3)19-20(18-22(27)28)30-23(29)17-15-13-11-9-7-5-4-6-8-10-12-14-16-21(25)26/h20H,4-19H2,1-3H3,(H-,25,26,27,28)/t20-/m1/s1",Hexadecanedioic acid mono-L-carnitine ester,430.3151397,,,,291.3395,,,,,,,,,,,,728040.88,629910.6952,293183.6925,501530.1189,255070.2918,4800020.801,1042284.753,374860.872,537565.7958,122741.3656,264534.4332,674984.6569,155060.9503,444371.8003,297595.7841,3423513.659,910010.8271,368127.5179,300853.0842,897118.7955,303778.4749,399429.469,1603397.479,331975.1001,180027.5296,1945171.451,357592.3786,249082.9482,198572.133,488394.7103,470512.2926,412558.5722,226645.1969,361610.448,153603.4252,296643.4825,191119.245,342652.2442,211251.1956,182296.0258,317689.7093,226453.6833,356159.9313,355294.6622,243874.0582,498520.263,160584.8219,421054.0004,1109469.013,941211.9218,534330.7805,196088.4055,278181.1198,371151.289,418813.2491,325366.6253,390395.7527,555854.7668,521548.101,565955.0375,528858.9129,598384.797,553389.1599,564291.9168
CHEBI:88927,C46H80NO8P,C([C@@](COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)(OC(CCCCCCCCC/C=C\CCCCCC)=O)[H])OP([O-])(=O)OCC[N+](C)(C)C,"InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-20,22,25-26,30,32,44H,6-7,9,11-13,15,18,21,23-24,27-29,31,33-43H2,1-5H3/b10-8-,16-14-,19-17-,22-20-,26-25-,32-30-/t44-/m1/s1","PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))",806.5662697,,,,156.985,,,,,,,,,,,,815805227.9,863230668.1,839473542.5,802693397.5,725361177.3,732625475.5,1001671958,1168994598,1127197324,947566956.4,871698536.8,532136262.5,754393351.2,666280957.2,1007279424,1049989151,941390666.9,786798730.3,912393117.1,918183512.2,815155567.7,845807140.9,479252485,780350295.1,744664254.1,703920696,828906299.9,971966994.8,1077929235,794130841.5,746663033.1,1132546794,592705358.8,1586752160,869637654.3,972602000,588622618.8,822089605.2,936418407,899126655.8,1177557937,1012279243,1691784898,1117106769,1350255548,824682307.7,890286407.3,869942669.4,1508764545,930958176.5,742135800.7,1215132541,1117225993,1336034407,952108015.1,778311531.4,887790847.6,1047799515,1064292622,1005180691,1013884310,927163514,985989248.9,948004818.2
CHEBI:170262,C43H84NO8P,P(OCC[N+](C)(C)C)(OC[C@H](OC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC)([O-])=O,"InChI=1S/C43H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-26-27-29-31-33-35-42(45)49-39-41(40-51-53(47,48)50-38-37-44(3,4)5)52-43(46)36-34-32-30-28-25-19-17-15-13-11-9-7-2/h20-21,41H,6-19,22-40H2,1-5H3/b21-20-/t41-/m1/s1",PC(20:1(11Z)/15:0),774.5969113,,,,161.495,,,,,,,,,,,,16044565.79,22242638.4,14035123.17,23896486.11,18158012.67,21178429.67,28129994.81,25533097.44,25802707.65,20295543.29,9625314.623,9873389.69,17817548.67,15672248.55,19773686.04,14890137.47,14372460.54,14814994.47,12704956.19,12049977.94,39288362.86,32188799.84,12696398.22,12375154.53,17933474.61,22363570.87,12618071.99,20225445.46,16832314.85,29695634.23,22978621.14,30313538.7,15097565.7,22053085.19,22398758.1,19104659.88,20923226.09,16555773.51,16637592.66,15930322.15,19343576.94,19047579.47,31329270.28,23266353.41,30717261.19,14129732.11,27637256.46,19563746.04,18171662.04,20112794.25,11168831,33745386.89,32470772.7,19721375.15,22276193.37,23197804.17,39851287.37,21491177.8,17576382.92,22128390.44,22610576.85,16663155.75,22238105.75,21601794.1
CHEBI:81365,C15H10N2O3,COc1c(O)c(=O)n2c3ccccc3c3ccnc1c23,"InChI=1S/C15H10N2O3/c1-20-14-11-12-9(6-7-16-11)8-4-2-3-5-10(8)17(12)15(19)13(14)18/h2-7,18H,1H3",Nigakinone,281.0893353,,,,319.395,,,,,,,,,,,,1665647.211,2412619.294,1405417.367,1330121.501,1988705.354,3320611.984,1435425.577,1326890.339,3617555.074,3787485.01,3858634.433,1765765.621,1259188.569,1370816.711,1256673.152,1481139.356,1495140.604,1776532.161,3333270.132,2467277.322,1208433.567,1759296.429,2017405.66,3602078.019,1856292.763,3270368.541,1475734.923,1216318.403,2260235.29,1605594.354,4090579.015,1725300.316,1335840.228,2056254.278,1990620.499,1161575.1,3192906.987,1285733.637,2142966.369,3636667.809,2458788.877,1645386.662,1494012.003,1977852.628,1560049.25,1745510.891,2016836.481,1845480.949,3651816.574,1903065.075,1395880.719,1366511.283,1066896.862,1369154.886,1648591.495,2069115.133,1638034.997,1962603.958,1604828.874,1035751.728,1892823.871,1476603.169,1956370.587,373108.6035
CHEBI:170344,C41H74NO8P,P(OC[C@H](OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)(OCCN)(O)=O,"InChI=1S/C41H74NO8P/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-22-24-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-23-14-12-10-8-6-4-2/h11,13,16-17,19-20,22,24,39H,3-10,12,14-15,18,21,23,25-38,42H2,1-2H3,(H,45,46)/b13-11-,17-16-,20-19-,24-22-/t39-/m1/s1","PE(22:4(7Z,10Z,13Z,16Z)/14:0)",740.5189618,,,,161.52,,,,,,,,,,,,7919065.197,15519484.67,18418495.32,14834763.48,4133164.202,4254347.189,10439500.75,4167197.889,10995132.04,9346266.131,5126315.717,2477535.079,5047500.953,1904326.057,15746701.55,3331643.83,7046416.173,6069899.373,10084020.32,11601239.3,7094567.045,7600302.206,6348027.629,5155068.869,4583199.079,19093818.17,2791519.77,3812247.894,11174401.73,3681435.317,5575654.635,2310654.652,2943239.65,4820848.814,8211643.67,1085447.834,5878062.851,2565542.041,10586903.21,2921158.295,1620557.359,9008044.509,4941047.938,5437310.915,16594514.41,5246741.437,8676446.187,2815866.664,2166738.151,10485822.6,9009474.864,4000933.776,3867083.181,8013857.126,878845.5363,2158334.477,599631.1697,6972996.975,4272912.857,4847785.142,5246943.636,4544463.942,6572262.732,2910831.876
CHEBI:171116,C29H45NO4,O(C(C[N+](C)(C)C)CC([O-])=O)C(=O)CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC,"InChI=1S/C29H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-29(33)34-27(25-28(31)32)26-30(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,27H,5,8,11,14,17,20,23-26H2,1-4H3/b7-6+,10-9+,13-12+,16-15+,19-18+,22-21+",Cervonyl carnitine,472.3421141,,,,189.547,,,,,,,,,,,,392377.7233,240597.4096,76029.05061,257657.2301,111030.4418,122554.1764,140610.6943,102343.435,132411.9006,168559.9638,147511.0095,36427.43914,71343.54418,0,104827.3272,154843.0185,115732.0257,71552.99855,0,55761.94175,21395.51351,223174.7248,157582.2723,189492.1768,89686.13232,91222.97222,227636.1912,123310.44,129473.4883,149883.3327,292935.3215,338113.5082,54459.19244,727000.0184,120186.3603,151718.2825,84671.80927,397729.2425,79104.10121,92348.06992,170308.9641,177683.4503,339454.2986,137309.6211,248465.513,275384.3607,143721.0462,104775.1589,296640.086,35945.82921,84345.30095,145019.3733,131692.1993,308912.5728,136006.7031,158374.9107,553417.6215,136729.0196,213897.0144,200717.438,186041.5014,168413.206,196930.4745,186349.115
,,,,Capsicoside C2,873.4791563,,,,221.251,,,,,,,,,,,,207852.3543,150422.2268,948959.9901,228860.5177,161837.3207,184382.1209,272323.5786,111772.5551,156314.3732,265407.9126,218646.9859,179856.2625,110021.7891,142213.7317,263270.3833,137138.0539,79629.84918,274831.4386,195973.0089,227663.9509,791756.3959,144475.3302,170484.7368,62124.12947,139065.6366,86248.00625,24239.01688,217913.6451,306106.7926,353864.5386,138983.9249,245298.6481,164770.8183,113803.7433,310454.7288,255047.7001,324978.3205,70545.34728,484324.6576,430148.8589,144787.4019,250434.3173,86585.42401,50279.37082,119956.12,88829.01765,254276.1388,50701.40368,229944.2054,139686.3396,136847.4158,142468.475,175434.6719,178065.9831,122343.5646,145564.5651,45367.79579,118743.1213,157805.5955,199523.1751,184891.2578,196619.7641,167790.3669,165015.1886
CHEBI:67061,C30H62NO7P,[H][C@@](CO[*])(COP([O-])(=O)OCC[N+](C)(C)C)O[*],,LysoPC(22:0),580.4331899,,,,207.496,,,,,,,,,,,,742083.2464,392856.4124,1190641.395,429966.6637,833869.2871,711035.3074,2079453.785,1007525.875,1195015.133,1284120.071,586433.6656,742208.2334,1452420.714,1298747.97,877227.9722,879174.93,491642.3957,586436.6707,6432098.775,709581.8485,1638038.687,349873.0896,718583.4296,564855.3795,1663495.329,625869.8695,732062.2717,1975235.756,993240.4181,3571165.632,784310.1557,2020422.902,1483233.586,1875156.8,1172902.371,1789240.842,1099116.256,546747.9245,956423.6198,2024528.556,6623944.332,739556.4783,1464196.57,1040096.921,876538.4507,766284.8892,1910706.515,659247.0519,2256728.555,859996.218,679796.439,2660427.577,2306947.489,634066.5946,1693195.703,977149.7781,432692.5,1173294.374,1107228.525,983473.3932,1143592.521,885082.417,1041470.673,1073430.298
CHEBI:190165,C50H80NO8P,P(OCC[N+](C)(C)C)(OC[C@H](OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)([O-])=O,"InChI=1S/C50H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-23,25,27,29-32,35-38,48H,6-7,9,11-13,18-19,24,26,28,33-34,39-47H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,23-21-,27-25-,31-29-,32-30-,37-35-,38-36-/t48-/m1/s1","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",854.566998,,,,151.404,,,,,,,,,,,,5459966.859,3099214.166,2348176.199,3095847.885,4437576.352,4327219.835,4668853.706,4026448.657,4963963.414,5902074.756,4778191.222,3297842.356,4790641.286,3539772.761,6118347.377,6103406.713,4585317.507,4517078.562,2088876.696,1674529.679,2608025.016,5464941.662,1656745.414,3676785.825,4328482.392,3088074.112,4851410.334,1611509.855,7991602.932,5249867.082,3648152.391,6900829.121,2470333.225,9575555.911,5884006.717,3704994.337,4783211.287,5597660.116,6123874.659,3443291.372,4028600.654,4387285.126,3796951.874,2443493.397,7206028.41,2980180.859,7210653.23,4057151.461,2288752.001,3849777.262,3042012.396,3178941.755,2343604.954,7988325.251,6619345.676,4691491.83,7076930.387,3271659.939,3351766.927,5030086.379,4694208.172,5394416.874,5636276.772,5725552.547
